Unnamed: 0,VendorID,tpep_pickup_datetime,tpep_dropoff_datetime,passenger_count,trip_distance,RatecodeID,store_and_fwd_flag,PULocationID,DOLocationID,payment_type,fare_amount,extra,mta_tax,tip_amount,tolls_amount,improvement_surcharge,total_amount,tip_percent,generous,day,day_name,am_rush,daytime,pm_rush,nighttime,month
36235322,1,2017-04-29 12:46:04,2017-04-29 13:09:40,1,5.2,1,N,7,79,1,19.5,0.0,0.5,4.05,0.0,0.3,24.35,19.950738916256157,0,5,viernes,0,1,0,0,apr
32974761,1,2017-04-21 21:41:12,2017-04-21 21:47:25,1,0.9,1,N,48,143,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,20.0,1,4,jueves,0,0,0,1,apr
98848886,1,2017-11-21 15:09:29,2017-11-21 15:18:45,2,0.6,1,N,68,68,1,7.0,0.0,0.5,1.56,0.0,0.3,9.36,20.000000000000004,1,1,lunes,0,1,0,0,nov
11753058,1,2017-02-14 23:48:09,2017-02-15 00:15:28,1,9.2,1,N,148,133,1,29.5,0.5,0.5,6.15,0.0,0.3,36.95,19.967532467532468,0,1,lunes,0,0,0,1,feb
83755538,2,2017-10-05 17:43:29,2017-10-05 17:53:56,1,1.0,1,N,113,107,1,7.5,1.0,0.5,1.86,0.0,0.3,11.16,20.0,1,3,miércoles,0,0,1,0,oct
85753582,1,2017-10-12 07:21:24,2017-10-12 07:26:51,1,0.9,1,N,141,161,1,6.0,0.0,0.5,1.0,0.0,0.3,7.8,14.705882352941178,0,3,miércoles,1,0,0,0,oct
107391924,1,2017-12-18 18:36:38,2017-12-18 19:04:13,1,9.1,1,N,88,179,1,28.5,1.0,0.5,4.0,0.0,0.3,34.3,13.201320132013203,0,0,domingo,0,0,1,0,dec
94775373,2,2017-11-09 00:49:48,2017-11-09 00:54:17,1,1.03,1,N,48,246,1,5.5,0.5,0.5,1.36,0.0,0.3,8.16,20.0,1,3,miércoles,0,0,0,1,nov
36112766,2,2017-04-12 20:14:13,2017-04-12 20:19:16,1,1.18,1,N,142,239,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,20.0,1,2,martes,0,0,0,1,apr
64147806,2,2017-07-28 19:22:33,2017-07-28 19:52:48,5,3.96,1,N,75,230,1,21.0,1.0,0.5,4.56,0.0,0.3,27.36,20.0,1,4,jueves,0,0,1,0,jul
103572548,2,2017-12-07 13:32:50,2017-12-07 13:48:39,6,2.7,1,N,140,151,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,20.0,1,3,miércoles,0,1,0,0,dec
31227037,1,2017-04-17 09:21:08,2017-04-17 09:40:13,1,6.2,1,N,238,13,1,20.5,0.0,0.5,4.0,0.0,0.3,25.3,18.779342723004692,0,0,domingo,1,0,0,0,apr
93131248,1,2017-11-03 22:27:32,2017-11-03 22:41:46,1,2.6,1,N,37,112,1,12.0,0.5,0.5,2.65,0.0,0.3,15.95,19.924812030075188,0,4,jueves,0,0,0,1,nov
97116345,2,2017-11-16 08:23:43,2017-11-16 08:41:31,1,7.8,1,N,132,86,1,23.0,0.0,0.5,4.76,0.0,0.3,28.56,20.0,1,3,miércoles,1,0,0,0,nov
111045224,1,2017-01-01 16:20:12,2017-01-01 16:47:09,1,10.2,1,N,138,142,1,30.5,0.0,0.5,7.35,5.54,0.3,44.19,19.951140065146582,0,6,sábado,0,0,1,0,jan
30332177,1,2017-04-28 11:33:08,2017-04-28 11:46:06,1,1.8,1,N,239,163,1,10.0,0.0,0.5,2.7,0.0,0.3,13.5,25.0,1,4,jueves,0,1,0,0,apr
7014284,2,2017-01-31 15:39:35,2017-01-31 16:11:08,2,8.28,1,N,140,125,1,29.5,0.0,0.5,6.06,0.0,0.3,36.36,20.0,1,1,lunes,0,1,0,0,jan
42430578,2,2017-05-12 11:38:44,2017-05-12 12:00:32,5,1.4,1,N,164,163,1,13.5,0.0,0.5,2.0,0.0,0.3,16.3,13.986013986013985,0,4,jueves,0,1,0,0,may
67952954,2,2017-08-11 09:31:08,2017-08-11 09:46:02,5,1.33,1,N,68,246,1,10.5,0.0,0.5,2.82,0.0,0.3,14.12,24.95575221238938,1,4,jueves,1,0,0,0,aug
74036962,1,2017-09-03 14:24:47,2017-09-03 14:38:08,1,9.4,1,N,140,138,1,26.0,0.0,0.5,6.5,5.76,0.3,39.06,19.963144963144963,0,6,sábado,0,1,0,0,sep
5768026,1,2017-01-27 23:24:06,2017-01-27 23:32:13,2,1.7,1,N,164,107,1,8.0,0.5,0.5,1.0,0.0,0.3,10.3,10.75268817204301,0,4,jueves,0,0,0,1,jan
70798814,2,2017-08-22 06:13:54,2017-08-22 06:18:53,6,1.83,1,N,249,13,1,7.5,0.0,0.5,1.24,0.0,0.3,9.54,14.939759036144581,0,1,lunes,1,0,0,0,aug
52660518,1,2017-06-21 10:07:02,2017-06-21 10:16:28,2,0.8,1,N,146,146,1,7.5,0.0,0.5,1.65,0.0,0.3,9.95,19.879518072289155,0,2,martes,0,1,0,0,jun
55134538,1,2017-06-30 22:30:57,2017-06-30 22:41:37,1,1.0,1,N,50,48,1,8.0,0.5,0.5,1.0,0.0,0.3,10.3,10.75268817204301,0,4,jueves,0,0,0,1,jun
63572076,2,2017-07-26 22:54:13,2017-07-26 23:11:27,2,3.89,1,N,114,181,1,15.0,0.5,0.5,3.26,0.0,0.3,19.56,20.0,1,2,martes,0,0,0,1,jul
74483374,2,2017-09-05 14:29:09,2017-09-05 14:33:42,1,0.93,1,N,186,48,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,20.0,1,1,lunes,0,1,0,0,sep
5073499,1,2017-01-29 09:58:04,2017-01-29 10:29:40,1,16.4,2,N,132,163,1,52.0,0.0,0.5,8.0,5.54,0.3,66.34,13.712718546451832,0,6,sábado,1,0,0,0,jan
61305679,2,2017-07-19 09:46:08,2017-07-19 10:10:30,3,4.86,1,N,142,13,1,20.0,0.0,0.5,3.0,0.0,0.3,23.8,14.423076923076922,0,2,martes,1,0,0,0,jul
104200030,1,2017-12-09 07:36:28,2017-12-09 07:50:12,1,6.4,1,N,13,161,1,20.0,0.0,0.5,4.15,0.0,0.3,24.95,19.95192307692308,0,5,viernes,1,0,0,0,dec
2939040,1,2017-01-11 18:20:27,2017-01-11 18:33:25,2,2.2,1,N,239,75,1,10.5,1.0,0.5,1.5,0.0,0.3,13.8,12.195121951219512,0,2,martes,0,0,1,0,jan
92257985,2,2017-11-01 10:15:54,2017-11-01 10:42:29,2,2.45,1,N,170,125,1,17.0,0.0,0.5,3.56,0.0,0.3,21.36,20.0,1,2,martes,0,1,0,0,nov
20605336,2,2017-03-12 10:15:41,2017-03-12 10:29:41,1,3.63,1,N,140,186,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,20.0,1,6,sábado,0,1,0,0,mar
20818049,2,2017-03-12 22:37:46,2017-03-12 22:48:00,1,1.04,1,N,48,142,1,8.5,0.5,0.5,1.0,0.0,0.3,10.8,10.20408163265306,0,6,sábado,0,0,0,1,mar
45319514,2,2017-05-26 17:12:06,2017-05-26 17:41:09,1,3.41,1,N,170,239,1,19.0,1.0,0.5,4.16,0.0,0.3,24.96,20.0,1,4,jueves,0,0,1,0,may
46218679,2,2017-05-30 09:58:43,2017-05-30 10:42:44,1,10.37,1,N,138,161,1,34.0,0.0,0.5,7.0,5.76,0.3,47.56,17.258382642998026,0,1,lunes,1,0,0,0,may
82986721,1,2017-10-03 08:04:01,2017-10-03 08:14:48,1,1.0,1,N,234,170,1,8.5,0.0,0.5,1.85,0.0,0.3,11.15,19.892473118279568,0,1,lunes,1,0,0,0,oct
10020681,2,2017-02-11 18:21:42,2017-02-11 18:39:55,1,3.1,1,N,237,166,1,14.5,0.0,0.5,3.06,0.0,0.3,18.36,20.0,1,5,viernes,0,0,1,0,feb
49596265,1,2017-06-12 07:26:35,2017-06-12 07:33:57,1,1.2,1,N,170,230,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,12.82051282051282,0,0,domingo,1,0,0,0,jun
84015291,1,2017-10-06 12:41:49,2017-10-06 13:01:21,1,0.9,1,N,162,161,1,12.5,0.0,0.5,2.65,0.0,0.3,15.95,19.924812030075188,0,4,jueves,0,1,0,0,oct
19531280,1,2017-03-08 14:27:17,2017-03-08 14:28:14,1,0.2,1,N,263,262,1,3.0,0.0,0.5,0.95,0.0,0.3,4.75,25.0,1,2,martes,0,1,0,0,mar
29751765,2,2017-04-30 20:02:09,2017-04-30 20:09:17,1,1.3,1,N,186,230,1,7.0,0.5,0.5,2.49,0.0,0.3,10.79,30.000000000000004,1,6,sábado,0,0,0,1,apr
31790938,1,2017-04-18 19:59:55,2017-04-18 20:03:40,1,0.9,1,N,163,170,1,5.0,0.5,0.5,1.25,0.0,0.3,7.55,19.841269841269842,0,1,lunes,0,0,1,0,apr
58255938,1,2017-07-08 18:42:11,2017-07-08 18:54:54,1,1.4,1,N,211,87,1,9.5,0.0,0.5,2.0,0.0,0.3,12.3,19.41747572815534,0,5,viernes,0,0,1,0,jul
81076576,2,2017-09-27 00:08:00,2017-09-27 00:46:26,1,10.98,1,N,164,26,1,36.5,0.5,0.5,4.0,0.0,0.3,41.8,10.582010582010582,0,2,martes,0,0,0,1,sep
52962831,1,2017-06-28 11:12:52,2017-06-28 11:25:59,1,0.8,1,N,237,140,1,9.0,0.0,0.5,1.96,0.0,0.3,11.76,20.0,1,2,martes,0,1,0,0,jun
49917751,1,2017-06-27 17:57:48,2017-06-27 18:05:23,1,1.1,1,N,113,125,1,7.0,1.0,0.5,1.75,0.0,0.3,10.55,19.886363636363637,0,1,lunes,0,0,1,0,jun
9627974,1,2017-02-10 18:09:42,2017-02-10 18:17:03,1,1.3,1,N,261,125,1,7.0,1.0,0.5,1.2,0.0,0.3,10.0,13.636363636363635,0,4,jueves,0,0,1,0,feb
16753467,2,2017-03-01 08:18:59,2017-03-01 08:26:01,6,1.05,1,N,230,164,1,6.5,0.0,0.5,2.22,0.0,0.3,9.52,30.4109589041096,1,2,martes,1,0,0,0,mar
70633988,1,2017-08-21 13:47:30,2017-08-21 14:10:01,1,7.5,1,N,138,69,1,24.5,0.0,0.5,0.0,5.76,0.3,31.06,0.0,0,0,domingo,0,1,0,0,aug
75858394,2,2017-09-09 19:53:04,2017-09-09 19:58:32,1,0.6,1,N,161,170,1,5.0,0.0,0.5,0.0,0.0,0.3,5.8,0.0,0,5,viernes,0,0,1,0,sep
67848519,2,2017-08-10 22:52:43,2017-08-10 22:57:40,1,0.76,1,N,161,163,1,5.5,0.5,0.5,0.5,0.0,0.3,7.3,7.352941176470589,0,3,miércoles,0,0,0,1,aug
91702941,2,2017-10-30 14:50:31,2017-10-30 14:57:52,5,1.24,1,N,43,41,1,7.0,0.0,0.5,1.0,0.0,0.3,8.8,12.82051282051282,0,0,domingo,0,1,0,0,oct
23695143,1,2017-03-22 00:39:44,2017-03-22 00:49:34,1,1.8,1,N,249,246,1,8.5,0.5,0.5,2.45,0.0,0.3,12.25,25.0,1,2,martes,0,0,0,1,mar
95768834,2,2017-11-11 22:12:08,2017-11-11 22:42:23,1,7.31,1,N,166,79,1,26.5,0.5,0.5,2.2,0.0,0.3,30.0,7.913669064748202,0,5,viernes,0,0,0,1,nov
48076280,2,2017-06-03 20:01:51,2017-06-03 20:08:43,1,0.73,1,N,249,68,1,6.5,0.5,0.5,1.95,0.0,0.3,9.75,25.0,1,5,viernes,0,0,0,1,jun
7786803,1,2017-02-02 21:06:04,2017-02-02 21:17:28,1,2.2,1,N,230,239,1,10.0,0.5,0.5,1.7,0.0,0.3,13.0,15.044247787610617,0,3,miércoles,0,0,0,1,feb
68327461,1,2017-08-12 17:57:31,2017-08-12 18:03:40,1,1.0,1,N,107,79,1,6.0,0.0,0.5,1.7,0.0,0.3,8.5,25.0,1,5,viernes,0,0,1,0,aug
7640814,2,2017-02-02 13:49:26,2017-02-02 13:57:23,1,1.05,1,N,234,114,1,7.0,0.0,0.5,2.34,0.0,0.3,10.14,29.999999999999993,1,3,miércoles,0,1,0,0,feb
33427326,1,2017-04-23 02:17:12,2017-04-23 02:41:29,3,5.7,1,N,158,263,1,22.0,0.5,0.5,4.65,0.0,0.3,27.95,19.95708154506438,0,6,sábado,0,0,0,1,apr
14709611,2,2017-02-24 07:33:16,2017-02-24 07:46:15,2,2.77,1,N,148,186,1,11.5,0.0,0.5,2.46,0.0,0.3,14.76,20.0,1,4,jueves,1,0,0,0,feb
42059515,1,2017-05-11 11:16:24,2017-05-11 11:23:45,1,0.8,1,N,144,232,1,6.5,0.0,0.5,1.45,0.0,0.3,8.75,19.863013698630137,0,3,miércoles,0,1,0,0,may
69764226,2,2017-08-18 03:27:03,2017-08-18 03:38:06,5,3.74,1,N,148,112,1,14.0,0.5,0.5,3.06,0.0,0.3,18.36,20.0,1,4,jueves,0,0,0,1,aug
36631250,1,2017-04-30 14:19:51,2017-04-30 14:35:33,1,2.3,1,N,158,113,1,11.5,0.0,0.5,2.0,0.0,0.3,14.3,16.260162601626014,0,6,sábado,0,1,0,0,apr
83871924,1,2017-10-05 23:05:31,2017-10-05 23:14:05,1,2.2,1,N,264,264,1,9.5,0.5,0.5,1.0,0.0,0.3,11.8,9.25925925925926,0,3,miércoles,0,0,0,1,oct
107877815,2,2017-12-20 08:23:16,2017-12-21 08:19:56,1,19.76,2,N,236,132,1,52.0,0.0,0.5,8.78,5.76,0.3,67.34,14.993169398907103,0,2,martes,1,0,0,0,dec
56777973,2,2017-07-02 14:57:48,2017-07-02 15:02:55,1,0.99,1,N,234,79,1,5.5,0.0,0.5,1.26,0.0,0.3,7.56,20.0,1,6,sábado,0,1,0,0,jul
41066999,2,2017-05-20 07:46:10,2017-05-20 08:02:10,1,7.02,1,N,244,161,1,22.0,0.0,0.5,5.7,0.0,0.3,28.5,25.0,1,5,viernes,1,0,0,0,may
25218674,2,2017-03-27 22:11:24,2017-03-27 22:16:29,1,0.92,1,N,186,48,1,5.5,0.5,0.5,0.0,0.0,0.3,6.8,0.0,0,0,domingo,0,0,0,1,mar
7426389,2,2017-02-01 20:22:35,2017-02-01 20:41:22,1,3.65,1,N,264,264,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,20.0,1,2,martes,0,0,0,1,feb
17748342,2,2017-03-11 14:15:35,2017-03-11 14:22:42,1,1.0,1,N,114,249,1,6.5,0.0,0.5,1.0,0.0,0.3,8.3,13.698630136986301,0,5,viernes,0,1,0,0,mar
88829010,1,2017-10-21 15:21:33,2017-10-21 15:36:59,1,2.8,1,N,163,107,1,12.0,0.0,0.5,2.55,0.0,0.3,15.35,19.921874999999996,0,5,viernes,0,1,0,0,oct
60711913,2,2017-07-17 09:47:57,2017-07-17 10:07:23,1,1.66,1,N,50,186,1,12.5,0.0,0.5,2.66,0.0,0.3,15.96,20.0,1,0,domingo,1,0,0,0,jul
101028512,1,2017-11-29 20:02:20,2017-11-29 20:08:36,1,1.1,1,N,186,246,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,19.871794871794872,0,2,martes,0,0,0,1,nov
96554977,2,2017-11-14 15:18:05,2017-11-14 15:20:30,6,0.41,1,N,158,249,1,3.5,0.0,0.5,0.9,0.0,0.3,5.2,20.930232558139537,1,1,lunes,0,1,0,0,nov
110382657,1,2017-12-29 18:57:01,2017-12-29 19:06:57,1,1.8,1,N,48,68,1,9.0,1.0,0.5,3.2,0.0,0.3,14.0,29.629629629629626,1,4,jueves,0,0,1,0,dec
46295781,2,2017-05-30 14:50:36,2017-05-30 15:08:35,1,3.94,1,N,138,260,1,15.0,0.0,0.5,3.0,0.0,0.3,18.8,18.987341772151897,0,1,lunes,0,1,0,0,may
106049365,1,2017-12-14 19:54:48,2017-12-14 19:56:55,1,0.2,1,N,142,142,1,3.5,1.0,0.5,0.5,0.0,0.3,5.8,9.433962264150944,0,3,miércoles,0,0,1,0,dec
100020865,2,2017-11-26 09:15:22,2017-11-26 09:27:01,1,3.9,1,N,50,231,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,20.0,1,6,sábado,1,0,0,0,nov
29356846,2,2017-04-08 20:36:23,2017-04-08 20:52:12,1,1.64,1,N,186,107,1,11.0,0.5,0.5,2.46,0.0,0.3,14.76,20.0,1,5,viernes,0,0,0,1,apr
91334409,1,2017-10-29 06:14:49,2017-10-29 06:37:45,1,8.3,1,N,264,264,1,26.0,0.0,0.5,5.0,0.0,0.3,31.8,18.656716417910445,0,6,sábado,1,0,0,0,oct
97233888,2,2017-11-16 15:47:25,2017-11-16 15:54:16,1,1.24,1,N,143,239,1,7.0,0.0,0.5,0.0,0.0,0.3,7.8,0.0,0,3,miércoles,0,1,0,0,nov
26563876,1,2017-03-31 21:02:28,2017-03-31 21:31:43,2,5.1,1,N,249,263,1,21.0,0.5,0.5,4.45,0.0,0.3,26.75,19.955156950672645,0,4,jueves,0,0,0,1,mar
107385333,1,2017-12-18 17:57:17,2017-12-18 18:11:52,1,1.3,1,N,161,237,1,10.0,1.0,0.5,2.35,0.0,0.3,14.15,19.915254237288135,0,0,domingo,0,0,1,0,dec
112543020,1,2017-01-06 01:15:49,2017-01-06 01:23:21,1,2.1,1,N,131,9,1,8.0,0.5,0.5,2.0,0.0,0.3,11.3,21.50537634408602,1,4,jueves,0,0,0,1,jan
63268103,2,2017-07-25 22:34:26,2017-07-25 22:39:03,1,1.17,1,N,68,234,1,5.5,0.5,0.5,1.7,0.0,0.3,8.5,25.0,1,1,lunes,0,0,0,1,jul
56081584,2,2017-06-10 00:50:04,2017-06-10 00:55:45,2,1.12,1,N,249,68,1,6.0,0.5,0.5,1.46,0.0,0.3,8.76,20.0,1,5,viernes,0,0,0,1,jun
42556723,1,2017-05-12 18:33:28,2017-05-12 18:38:59,1,0.6,1,N,48,246,1,5.5,1.0,0.5,1.8,0.0,0.3,9.1,24.657534246575345,1,4,jueves,0,0,1,0,may
13685077,1,2017-02-20 21:24:59,2017-02-20 21:27:48,1,1.0,1,N,229,140,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3,15.873015873015872,0,0,domingo,0,0,0,1,feb
81688128,2,2017-09-28 21:11:41,2017-09-28 21:21:17,6,1.37,1,N,163,143,1,8.0,0.5,0.5,1.86,0.0,0.3,11.16,20.0,1,3,miércoles,0,0,0,1,sep
100046914,1,2017-11-26 12:18:07,2017-11-26 12:29:00,1,2.2,1,N,79,68,1,10.0,0.0,0.5,1.0,0.0,0.3,11.8,9.25925925925926,0,6,sábado,0,1,0,0,nov
37568786,1,2017-05-03 14:38:02,2017-05-03 14:47:12,1,1.2,1,N,246,234,1,7.5,0.0,0.5,0.0,0.0,0.3,8.3,0.0,0,2,martes,0,1,0,0,may
2572626,1,2017-01-10 15:09:41,2017-01-10 15:24:29,1,1.3,1,N,229,140,1,10.5,0.0,0.5,2.0,0.0,0.3,13.3,17.699115044247787,0,1,lunes,0,1,0,0,jan
3299648,2,2017-01-12 20:54:44,2017-01-12 20:57:37,1,0.88,1,N,151,24,1,4.5,0.5,0.5,0.0,0.0,0.3,5.8,0.0,0,3,miércoles,0,0,0,1,jan
22261627,2,2017-03-18 02:55:37,2017-03-18 03:03:55,1,1.53,1,N,163,164,1,8.0,0.5,0.5,1.1,0.0,0.3,10.4,11.827956989247312,0,5,viernes,0,0,0,1,mar
6465295,2,2017-01-29 16:49:48,2017-01-29 17:13:08,1,2.35,1,N,233,68,1,15.5,0.0,0.5,3.26,0.0,0.3,19.56,20.0,1,6,sábado,0,0,1,0,jan
101761775,1,2017-12-01 22:35:04,2017-12-01 22:44:17,1,1.8,1,N,230,143,1,8.5,0.5,0.5,1.2,0.0,0.3,11.0,12.244897959183671,0,4,jueves,0,0,0,1,dec
72340919,1,2017-08-27 19:17:34,2017-08-27 19:21:18,1,1.1,1,N,229,137,1,5.5,0.0,0.5,1.55,0.0,0.3,7.85,24.603174603174605,1,6,sábado,0,0,1,0,aug
85039810,2,2017-10-09 20:55:49,2017-10-09 21:06:50,5,2.97,1,N,148,161,1,11.5,0.5,0.5,3.2,0.0,0.3,16.0,25.0,1,0,domingo,0,0,0,1,oct
104725298,1,2017-12-10 18:24:29,2017-12-10 18:54:27,1,5.9,1,N,164,80,1,24.5,0.0,0.5,2.0,0.0,0.3,27.3,7.905138339920949,0,6,sábado,0,0,1,0,dec
110020408,2,2017-12-28 13:37:59,2017-12-28 13:53:14,3,1.94,1,N,113,164,1,11.0,0.0,0.5,2.36,0.0,0.3,14.16,20.0,1,3,miércoles,0,1,0,0,dec
96895366,1,2017-11-15 15:08:52,2017-11-15 15:32:42,1,2.5,1,N,233,68,1,15.5,0.0,0.5,3.25,0.0,0.3,19.55,19.938650306748464,0,2,martes,0,1,0,0,nov
94473647,2,2017-11-08 07:34:57,2017-11-08 07:54:14,1,2.92,1,N,164,142,1,14.5,0.0,0.5,1.53,0.0,0.3,16.83,10.0,0,2,martes,1,0,0,0,nov
37037735,1,2017-05-03 22:24:40,2017-05-03 22:35:30,1,2.1,1,N,90,144,1,9.5,0.5,0.5,2.15,0.0,0.3,12.95,19.90740740740741,0,2,martes,0,0,0,1,may
3790135,2,2017-01-14 16:00:28,2017-01-14 16:18:23,1,1.52,1,N,249,211,1,12.0,0.0,0.5,2.56,0.0,0.3,15.36,20.0,1,5,viernes,0,0,1,0,jan
69091840,2,2017-08-15 19:02:31,2017-08-15 19:21:09,1,2.57,1,N,230,141,1,13.5,1.0,0.5,4.59,0.0,0.3,19.89,30.0,1,1,lunes,0,0,1,0,aug
98828475,2,2017-11-21 14:45:38,2017-11-21 14:59:44,1,1.22,1,N,107,164,1,10.0,0.0,0.5,2.7,0.0,0.3,13.5,25.0,1,1,lunes,0,1,0,0,nov
87735689,1,2017-10-18 10:52:15,2017-10-18 11:00:30,1,1.0,1,N,234,114,1,7.0,0.0,0.5,1.1,0.0,0.3,8.9,14.102564102564102,0,2,martes,0,1,0,0,oct
87571862,1,2017-10-17 19:21:18,2017-10-17 19:32:44,1,1.6,1,N,107,211,1,9.0,1.0,0.5,2.15,0.0,0.3,12.95,19.90740740740741,0,1,lunes,0,0,1,0,oct
104352035,2,2017-12-09 16:18:51,2017-12-09 16:53:35,1,14.68,1,N,132,145,1,41.5,0.0,0.5,7.5,0.0,0.3,49.8,17.73049645390071,0,5,viernes,0,0,1,0,dec
77809332,1,2017-09-15 22:15:33,2017-09-15 22:22:22,1,1.2,1,N,48,90,1,6.5,0.5,0.5,1.55,0.0,0.3,9.35,19.871794871794872,0,4,jueves,0,0,0,1,sep
58329341,2,2017-07-08 23:10:07,2017-07-08 23:50:31,6,17.02,2,N,90,132,1,52.0,0.0,0.5,11.71,5.76,0.3,70.27,19.996584699453553,0,5,viernes,0,0,0,1,jul
112638062,2,2017-01-18 23:30:54,2017-01-18 23:35:15,1,0.57,1,N,230,230,1,5.0,0.5,0.5,1.0,0.0,0.3,7.3,15.873015873015872,0,2,martes,0,0,0,1,jan
89928952,2,2017-10-25 08:50:15,2017-10-25 08:57:16,6,0.85,1,N,43,237,1,6.5,0.0,0.5,1.82,0.0,0.3,9.12,24.931506849315074,1,2,martes,1,0,0,0,oct
98613420,1,2017-11-20 19:09:46,2017-11-20 19:17:17,1,1.5,1,N,162,236,1,7.5,1.0,0.5,1.85,0.0,0.3,11.15,19.892473118279568,0,0,domingo,0,0,1,0,nov
77198912,2,2017-09-14 07:00:57,2017-09-14 07:17:23,5,6.21,1,N,140,249,1,20.5,0.0,0.5,4.26,0.0,0.3,25.56,20.0,1,3,miércoles,1,0,0,0,sep
88392385,2,2017-10-20 09:20:30,2017-10-20 09:43:45,1,5.76,1,N,262,69,1,20.5,0.0,0.5,5.32,0.0,0.3,26.62,24.976525821596248,1,4,jueves,1,0,0,0,oct
92553703,1,2017-11-02 09:27:11,2017-11-02 09:49:43,1,2.8,1,N,238,140,1,15.5,0.0,0.5,3.25,0.0,0.3,19.55,19.938650306748464,0,3,miércoles,1,0,0,0,nov
70821596,1,2017-08-22 08:34:50,2017-08-22 08:40:08,1,0.7,1,N,137,162,1,5.5,0.0,0.5,0.95,0.0,0.3,7.25,15.079365079365079,0,1,lunes,1,0,0,0,aug
74753966,1,2017-09-06 13:34:45,2017-09-06 14:02:46,1,10.1,1,N,164,134,1,30.0,0.0,0.5,5.48,5.76,0.3,42.04,14.989059080962802,0,2,martes,0,1,0,0,sep
97728309,1,2017-11-17 22:47:10,2017-11-17 22:55:16,1,2.0,1,N,66,87,1,9.0,0.5,0.5,2.05,0.0,0.3,12.35,19.90291262135922,0,4,jueves,0,0,0,1,nov
10127696,2,2017-02-11 23:34:33,2017-02-11 23:43:30,2,0.97,1,N,140,229,1,7.0,0.5,0.5,1.66,0.0,0.3,9.96,20.0,1,5,viernes,0,0,0,1,feb
13447264,1,2017-02-19 23:31:54,2017-02-19 23:58:54,2,10.5,1,N,138,238,1,32.5,0.5,0.5,7.85,5.54,0.3,47.19,19.954245043213014,0,6,sábado,0,0,0,1,feb
86757921,2,2017-10-15 01:44:12,2017-10-15 02:00:03,5,4.63,1,N,148,141,1,17.0,0.5,0.5,3.66,0.0,0.3,21.96,20.0,1,6,sábado,0,0,0,1,oct
74546779,1,2017-09-05 18:58:55,2017-09-05 19:08:14,1,1.3,1,N,170,186,1,8.0,1.0,0.5,1.95,0.0,0.3,11.75,19.897959183673468,0,1,lunes,0,0,1,0,sep
31355706,2,2017-04-17 16:16:08,2017-04-17 16:18:57,3,0.59,1,N,236,236,1,4.5,1.0,0.5,1.26,0.0,0.3,7.56,20.0,1,0,domingo,0,0,1,0,apr
26739862,1,2017-04-01 10:54:12,2017-04-01 11:11:03,1,2.0,1,N,163,246,1,12.0,0.0,0.5,3.0,0.0,0.3,15.8,23.4375,1,5,viernes,0,1,0,0,apr
61096123,1,2017-07-18 16:38:07,2017-07-18 16:51:19,1,2.3,1,N,13,113,1,11.0,1.0,0.5,2.0,0.0,0.3,14.8,15.625,0,1,lunes,0,0,1,0,jul
50256415,2,2017-06-27 18:54:14,2017-06-27 19:01:20,3,1.29,1,N,164,249,1,7.0,1.0,0.5,1.2,0.0,0.3,10.0,13.636363636363635,0,1,lunes,0,0,1,0,jun
84741347,1,2017-10-08 17:53:48,2017-10-08 18:12:07,1,10.1,1,N,229,138,1,28.5,0.0,0.5,7.0,5.76,0.3,42.06,19.9657729606389,0,6,sábado,0,0,1,0,oct
110296406,1,2017-12-29 13:41:17,2017-12-29 13:55:57,0,2.1,1,N,264,264,1,11.5,0.0,0.5,2.45,0.0,0.3,14.75,19.91869918699187,0,4,jueves,0,1,0,0,dec
109375799,1,2017-12-25 17:37:11,2017-12-25 18:08:58,1,18.2,2,N,132,113,1,52.0,0.0,0.5,10.0,5.76,0.3,68.56,17.076502732240435,0,0,domingo,0,0,1,0,dec
92315750,2,2017-11-01 14:09:22,2017-11-01 14:31:01,1,1.45,1,N,164,230,1,13.5,0.0,0.5,2.86,0.0,0.3,17.16,20.0,1,2,martes,0,1,0,0,nov
2559407,2,2017-01-10 14:56:32,2017-01-10 15:29:46,1,10.52,1,N,230,138,1,32.5,0.0,0.5,9.71,5.54,0.3,48.55,25.000000000000007,1,1,lunes,0,1,0,0,jan
10893633,2,2017-02-14 07:38:31,2017-02-14 07:45:09,2,0.88,1,N,107,170,1,6.5,0.0,0.5,1.46,0.0,0.3,8.76,20.0,1,1,lunes,1,0,0,0,feb
83089720,1,2017-10-03 15:12:44,2017-10-03 15:42:14,1,3.3,1,N,211,233,1,19.0,0.0,0.5,3.0,0.0,0.3,22.8,15.151515151515152,0,1,lunes,0,1,0,0,oct
76782627,2,2017-09-12 21:00:39,2017-09-12 21:21:51,1,3.34,1,N,186,141,1,15.5,0.5,0.5,3.36,0.0,0.3,20.16,20.0,1,1,lunes,0,0,0,1,sep
